"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1508591,29.9,66.7,489,"tongdy_4","2025-07-21T17:23:15.000Z","491.305319","HLR Exhaust"
1508592,35.5,52,41,"tongdy_1","2025-07-21T17:23:45.000Z","429.176751","HLR intlet"
1508593,33.7,56,534,"tongdy_2","2025-07-21T17:23:45.000Z","498.962520","Carbon inlet"
1508594,29.8,67.4,450,"tongdy_3","2025-07-21T17:23:45.000Z","477.816237","Carbon Outlet"
1508595,29.9,66.6,489,"tongdy_4","2025-07-21T17:23:45.000Z","491.305319","HLR Exhaust"
1508596,35.5,52,41,"tongdy_1","2025-07-21T17:24:15.000Z","429.176751","HLR intlet"
1508597,33.7,56.1,535,"tongdy_2","2025-07-21T17:24:15.000Z","500.080250","Carbon inlet"
1508598,29.8,67.4,450,"tongdy_3","2025-07-21T17:24:15.000Z","477.816237","Carbon Outlet"
1508599,29.9,66.6,491,"tongdy_4","2025-07-21T17:24:15.000Z","493.551661","HLR Exhaust"
1508600,35.5,51.5,43,"tongdy_1","2025-07-21T17:24:45.000Z","431.164173","HLR intlet"
1508601,33.7,56.5,535,"tongdy_2","2025-07-21T17:24:45.000Z","500.080250","Carbon inlet"
1508602,29.8,67.3,450,"tongdy_3","2025-07-21T17:24:45.000Z","477.816237","Carbon Outlet"
1508603,29.9,66.7,492,"tongdy_4","2025-07-21T17:24:45.000Z","494.674832","HLR Exhaust"
1508604,35.5,51.7,43,"tongdy_1","2025-07-21T17:25:15.000Z","431.164173","HLR intlet"
1508605,33.7,56.7,535,"tongdy_2","2025-07-21T17:25:15.000Z","500.080250","Carbon inlet"
1508606,29.8,67.4,451,"tongdy_3","2025-07-21T17:25:15.000Z","478.867607","Carbon Outlet"
1508607,29.9,66.7,492,"tongdy_4","2025-07-21T17:25:15.000Z","494.674832","HLR Exhaust"
1508608,35.5,52,43,"tongdy_1","2025-07-21T17:25:45.000Z","431.164173","HLR intlet"
1508609,33.7,56.5,535,"tongdy_2","2025-07-21T17:25:45.000Z","500.080250","Carbon inlet"
1508610,29.8,67.2,451,"tongdy_3","2025-07-21T17:25:45.000Z","478.867607","Carbon Outlet"
1508611,29.9,66.7,492,"tongdy_4","2025-07-21T17:25:45.000Z","494.674832","HLR Exhaust"
1508612,35.5,52.1,42,"tongdy_1","2025-07-21T17:26:15.000Z","430.170462","HLR intlet"
1508613,33.7,56.3,535,"tongdy_2","2025-07-21T17:26:15.000Z","500.080250","Carbon inlet"
1508614,29.8,67.4,452,"tongdy_3","2025-07-21T17:26:15.000Z","479.918977","Carbon Outlet"
1508615,30,66.6,492,"tongdy_4","2025-07-21T17:26:15.000Z","494.674832","HLR Exhaust"
1508616,35.5,51.8,44,"tongdy_1","2025-07-21T17:26:45.000Z","432.157884","HLR intlet"
1508617,33.7,56.1,535,"tongdy_2","2025-07-21T17:26:45.000Z","500.080250","Carbon inlet"
1508618,29.8,67.2,452,"tongdy_3","2025-07-21T17:26:45.000Z","479.918977","Carbon Outlet"
1508619,29.9,66.6,492,"tongdy_4","2025-07-21T17:26:45.000Z","494.674832","HLR Exhaust"
1508620,35.5,51.3,42,"tongdy_1","2025-07-21T17:27:15.000Z","430.170462","HLR intlet"
1508621,33.7,56,535,"tongdy_2","2025-07-21T17:27:15.000Z","500.080250","Carbon inlet"
1508622,29.8,67.2,452,"tongdy_3","2025-07-21T17:27:15.000Z","479.918977","Carbon Outlet"
1508623,29.9,66.6,492,"tongdy_4","2025-07-21T17:27:15.000Z","494.674832","HLR Exhaust"
1508624,35.5,52,42,"tongdy_1","2025-07-21T17:27:45.000Z","430.170462","HLR intlet"
1508625,33.7,56,535,"tongdy_2","2025-07-21T17:27:45.000Z","500.080250","Carbon inlet"
1508626,29.8,67.4,452,"tongdy_3","2025-07-21T17:27:45.000Z","479.918977","Carbon Outlet"
1508627,30,66.6,491,"tongdy_4","2025-07-21T17:27:45.000Z","493.551661","HLR Exhaust"
1508628,35.5,51.8,42,"tongdy_1","2025-07-21T17:28:15.000Z","430.170462","HLR intlet"
1508629,33.7,55.8,535,"tongdy_2","2025-07-21T17:28:15.000Z","500.080250","Carbon inlet"
1508630,29.8,67.4,452,"tongdy_3","2025-07-21T17:28:15.000Z","479.918977","Carbon Outlet"
1508631,29.9,66.5,491,"tongdy_4","2025-07-21T17:28:15.000Z","493.551661","HLR Exhaust"
1508632,35.5,52,43,"tongdy_1","2025-07-21T17:28:45.000Z","431.164173","HLR intlet"
1508633,33.7,55.7,535,"tongdy_2","2025-07-21T17:28:45.000Z","500.080250","Carbon inlet"
1508634,29.8,67.2,452,"tongdy_3","2025-07-21T17:28:45.000Z","479.918977","Carbon Outlet"
1508635,29.9,66.5,491,"tongdy_4","2025-07-21T17:28:45.000Z","493.551661","HLR Exhaust"
1508636,35.5,51.7,43,"tongdy_1","2025-07-21T17:29:15.000Z","431.164173","HLR intlet"
1508637,33.7,55.6,535,"tongdy_2","2025-07-21T17:29:15.000Z","500.080250","Carbon inlet"
