"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1520062,33,58,535,"tongdy_2","2025-07-22T17:22:46.000Z","500.080250","Carbon inlet"
1520063,29,69.6,447,"tongdy_3","2025-07-22T17:22:46.000Z","474.662127","Carbon Outlet"
1520064,29.2,68.7,486,"tongdy_4","2025-07-22T17:22:46.000Z","487.935806","HLR Exhaust"
1520065,34,59,86,"tongdy_1","2025-07-22T17:23:15.000Z","473.893746","HLR intlet"
1520066,33,58,535,"tongdy_2","2025-07-22T17:23:16.000Z","500.080250","Carbon inlet"
1520067,29,69.7,446,"tongdy_3","2025-07-22T17:23:16.000Z","473.610757","Carbon Outlet"
1520068,29.2,68.7,485,"tongdy_4","2025-07-22T17:23:16.000Z","486.812635","HLR Exhaust"
1520069,34,58.8,86,"tongdy_1","2025-07-22T17:23:45.000Z","473.893746","HLR intlet"
1520070,33,57.8,535,"tongdy_2","2025-07-22T17:23:46.000Z","500.080250","Carbon inlet"
1520071,29,69.7,446,"tongdy_3","2025-07-22T17:23:46.000Z","473.610757","Carbon Outlet"
1520072,29.2,68.7,485,"tongdy_4","2025-07-22T17:23:46.000Z","486.812635","HLR Exhaust"
1520073,34,58.8,85,"tongdy_1","2025-07-22T17:24:15.000Z","472.900035","HLR intlet"
1520074,33,57.6,534,"tongdy_2","2025-07-22T17:24:16.000Z","498.962520","Carbon inlet"
1520075,29,69.7,447,"tongdy_3","2025-07-22T17:24:16.000Z","474.662127","Carbon Outlet"
1520076,29.2,68.7,485,"tongdy_4","2025-07-22T17:24:16.000Z","486.812635","HLR Exhaust"
1520077,34,58.8,85,"tongdy_1","2025-07-22T17:24:45.000Z","472.900035","HLR intlet"
1520078,33,57.5,532,"tongdy_2","2025-07-22T17:24:46.000Z","496.727060","Carbon inlet"
1520079,29,69.7,446,"tongdy_3","2025-07-22T17:24:46.000Z","473.610757","Carbon Outlet"
1520080,29.2,68.7,485,"tongdy_4","2025-07-22T17:24:46.000Z","486.812635","HLR Exhaust"
1520081,34,58.7,84,"tongdy_1","2025-07-22T17:25:16.000Z","471.906324","HLR intlet"
1520082,33,57.5,532,"tongdy_2","2025-07-22T17:25:16.000Z","496.727060","Carbon inlet"
1520083,29,69.6,446,"tongdy_3","2025-07-22T17:25:16.000Z","473.610757","Carbon Outlet"
1520084,29.2,68.7,484,"tongdy_4","2025-07-22T17:25:16.000Z","485.689464","HLR Exhaust"
1520085,34,58.7,85,"tongdy_1","2025-07-22T17:25:46.000Z","472.900035","HLR intlet"
1520086,32.8,57.5,531,"tongdy_2","2025-07-22T17:25:46.000Z","495.609330","Carbon inlet"
1520087,29,69.6,445,"tongdy_3","2025-07-22T17:25:46.000Z","472.559387","Carbon Outlet"
1520088,29.2,68.7,484,"tongdy_4","2025-07-22T17:25:46.000Z","485.689464","HLR Exhaust"
1520089,34,58.7,84,"tongdy_1","2025-07-22T17:26:15.000Z","471.906324","HLR intlet"
1520090,33,57.7,531,"tongdy_2","2025-07-22T17:26:16.000Z","495.609330","Carbon inlet"
1520091,29,69.6,445,"tongdy_3","2025-07-22T17:26:16.000Z","472.559387","Carbon Outlet"
1520092,29.2,68.7,484,"tongdy_4","2025-07-22T17:26:16.000Z","485.689464","HLR Exhaust"
1520093,34,58.7,84,"tongdy_1","2025-07-22T17:26:46.000Z","471.906324","HLR intlet"
1520094,33,58,531,"tongdy_2","2025-07-22T17:26:46.000Z","495.609330","Carbon inlet"
